amp,freq
2,8000.0
41,8000.0
3,5333.333333333333
1,16000.0
51,8000.0
40,8000.0
37,8000.0
47,8000.0
23,4000.0
76,8000.0
5,16000.0
27,16000.0
74,8000.0
73,8000.0
16,16000.0
36,16000.0
86,5333.333333333333
21,8000.0
199,2666.6666666666665
38,8000.0
41,16000.0
13,8000.0
6,16000.0
4,16000.0
85,5333.333333333333
55,8000.0
5,16000.0
40,8000.0
71,4000.0
33,8000.0
71,16000.0
57,8000.0
58,16000.0
44,8000.0
34,5333.333333333333
91,8000.0
2,16000.0
71,8000.0
60,16000.0
15,8000.0
47,5333.333333333333
42,16000.0
95,8000.0
64,3200.0
61,5333.333333333333
8,8000.0
30,16000.0
13,16000.0
92,8000.0
78,16000.0
110,16000.0
38,8000.0
87,16000.0
10,8000.0
26,16000.0
15,16000.0
58,8000.0
34,16000.0
72,16000.0
33,8000.0
88,8000.0
17,16000.0
80,8000.0
66,16000.0
103,16000.0
55,8000.0
62,16000.0
36,4000.0
60,8000.0
43,5333.333333333333
11,8000.0
4,16000.0
104,4000.0
82,8000.0
90,16000.0
16,8000.0
37,16000.0
20,16000.0
82,8000.0
5,8000.0
11,16000.0
8,16000.0
41,8000.0
17,16000.0
117,8000.0
75,16000.0
117,8000.0
30,8000.0
37,16000.0
11,16000.0
95,8000.0
24,5333.333333333333
18,16000.0
25,16000.0
50,16000.0
0,8000.0
26,16000.0
38,16000.0
67,8000.0
8,8000.0
84,4000.0
10,8000.0
76,16000.0
13,8000.0
64,16000.0
9,8000.0
50,8000.0
30,5333.333333333333
6,8000.0
38,16000.0
159,8000.0
45,5333.333333333333
24,8000.0
69,8000.0
17,16000.0
53,8000.0
24,16000.0
19,16000.0
35,8000.0
108,8000.0
48,16000.0
114,16000.0
67,3200.0
101,8000.0
35,8000.0
30,16000.0
106,8000.0
4,8000.0
13,16000.0
23,8000.0
53,8000.0
16,16000.0
31,8000.0
79,5333.333333333333
66,8000.0
15,8000.0
48,16000.0
18,8000.0
7,16000.0
80,8000.0
65,16000.0
89,8000.0
74,16000.0
156,8000.0
111,8000.0
190,16000.0
18,8000.0
91,16000.0
9,8000.0
48,16000.0
25,8000.0
10,16000.0
85,16000.0
111,8000.0
19,16000.0
47,16000.0
1,8000.0
111,16000.0
47,8000.0
97,16000.0
59,16000.0
167,8000.0
51,8000.0
79,16000.0
37,8000.0
105,8000.0
71,16000.0
102,16000.0
61,8000.0
86,16000.0
22,8000.0
96,16000.0
87,16000.0
123,8000.0
50,16000.0
63,8000.0
66,16000.0
34,8000.0
46,16000.0
74,8000.0
28,8000.0
15,16000.0
31,16000.0
108,8000.0
52,16000.0
112,8000.0
84,16000.0
95,16000.0
38,8000.0
82,16000.0
5,5333.333333333333
145,8000.0
38,8000.0
127,16000.0
36,8000.0
112,8000.0
58,8000.0
68,16000.0
44,16000.0
47,16000.0
33,8000.0
28,8000.0
39,16000.0
46,8000.0
34,8000.0
25,16000.0
70,16000.0
23,8000.0
10,16000.0
135,4000.0
22,16000.0
76,8000.0
15,16000.0
33,8000.0
25,16000.0
42,16000.0
44,8000.0
6,16000.0
52,16000.0
14,8000.0
26,16000.0
10,16000.0
65,8000.0
34,16000.0
103,8000.0
65,4000.0
66,5333.333333333333
65,8000.0
19,8000.0
16,8000.0
60,8000.0
38,16000.0
28,8000.0
8,16000.0
26,8000.0
3,16000.0
94,8000.0
33,4000.0
44,8000.0
35,4000.0
25,8000.0
5,16000.0
25,8000.0
12,16000.0
89,5333.333333333333
47,8000.0
51,16000.0
21,8000.0
84,8000.0
0,8000.0
19,16000.0
12,8000.0
77,16000.0
36,16000.0
76,8000.0
63,4000.0
47,8000.0
14,8000.0
81,8000.0
53,16000.0
65,16000.0
32,5333.333333333333
66,8000.0
29,16000.0
69,8000.0
32,16000.0
103,8000.0
48,16000.0
64,8000.0
6,16000.0
53,8000.0
80,5333.333333333333
12,8000.0
57,8000.0
27,16000.0
37,16000.0
60,8000.0
91,16000.0
94,8000.0
9,16000.0
44,8000.0
58,16000.0
14,8000.0
69,16000.0
8,8000.0
77,5333.333333333333
88,4000.0
17,8000.0
56,4000.0
3,4000.0
27,8000.0
25,8000.0
98,3200.0
11,8000.0
135,16000.0
35,8000.0
73,8000.0
14,16000.0
101,8000.0
70,8000.0
17,8000.0
9,8000.0
62,8000.0
44,8000.0
51,8000.0
51,16000.0
58,8000.0
32,4000.0
25,8000.0
25,16000.0
42,8000.0
32,8000.0
53,16000.0
48,4000.0
7,5333.333333333333
135,8000.0
4,8000.0
108,5333.333333333333
27,8000.0
106,16000.0
25,8000.0
50,8000.0
118,2666.6666666666665
3,5333.333333333333
67,4000.0
37,3200.0
2,8000.0
3,16000.0
62,16000.0
69,4000.0
60,4000.0
28,8000.0
76,5333.333333333333
62,16000.0
104,8000.0
35,8000.0
84,16000.0
26,5333.333333333333
15,8000.0
11,16000.0
39,16000.0
3,8000.0
15,16000.0
29,16000.0
52,8000.0
33,16000.0
144,8000.0
29,8000.0
42,16000.0
3,5333.333333333333
47,8000.0
35,8000.0
33,16000.0
16,5333.333333333333
6,16000.0
29,8000.0
152,3200.0
73,16000.0
168,4000.0
72,8000.0
82,16000.0
13,5333.333333333333
114,5333.333333333333
66,8000.0
102,16000.0
17,8000.0
100,5333.333333333333
2,8000.0
109,8000.0
48,8000.0
29,16000.0
46,8000.0
4,5333.333333333333
27,16000.0
98,5333.333333333333
60,16000.0
77,16000.0
0,8000.0
128,8000.0
61,16000.0
65,16000.0
21,8000.0
5,16000.0
37,5333.333333333333
4,8000.0
55,16000.0
8,8000.0
84,16000.0
2,8000.0
51,16000.0
35,8000.0
9,16000.0
30,16000.0
6,16000.0
75,8000.0
2,8000.0
83,16000.0
17,8000.0
103,8000.0
46,8000.0
50,8000.0
29,16000.0
89,8000.0
57,4000.0
47,8000.0
1,16000.0
38,8000.0
6,16000.0
109,16000.0
12,8000.0
58,16000.0
35,8000.0
54,16000.0
37,8000.0
13,16000.0
16,16000.0
84,4000.0
53,8000.0
74,5333.333333333333
5,8000.0
79,16000.0
25,4000.0
24,8000.0
41,8000.0
9,3200.0
6,16000.0
25,8000.0
9,16000.0
39,16000.0
70,4000.0
38,8000.0
64,16000.0
33,8000.0
34,8000.0
15,16000.0
40,16000.0
46,5333.333333333333
36,16000.0
42,16000.0
8,8000.0
48,8000.0
38,16000.0
65,8000.0
10,2666.6666666666665
92,8000.0
7,16000.0
82,8000.0
31,16000.0
103,8000.0
59,1777.7777777777778
20,8000.0
35,16000.0
19,16000.0
91,8000.0
101,2666.6666666666665
123,5333.333333333333
2,5333.333333333333
61,5333.333333333333
42,3200.0
11,5333.333333333333
102,5333.333333333333
3,8000.0
52,16000.0
49,16000.0
59,8000.0
47,16000.0
25,8000.0
74,16000.0
30,8000.0
43,16000.0
8,8000.0
13,16000.0
39,16000.0
16,8000.0
32,4000.0
55,8000.0
16,16000.0
54,16000.0
24,8000.0
26,16000.0
10,16000.0
34,16000.0
25,8000.0
92,16000.0
37,8000.0
97,5333.333333333333
55,8000.0
79,16000.0
50,8000.0
139,5333.333333333333
118,16000.0
158,8000.0
42,16000.0
90,8000.0
22,8000.0
85,8000.0
47,16000.0
154,8000.0
118,8000.0
135,16000.0
46,8000.0
166,4000.0
6,8000.0
66,16000.0
27,8000.0
73,8000.0
54,16000.0
100,5333.333333333333
40,8000.0
52,16000.0
14,5333.333333333333
17,8000.0
4,16000.0
61,8000.0
56,4000.0
60,3200.0
11,8000.0
66,8000.0
29,4000.0
40,8000.0
31,8000.0
146,4000.0
62,8000.0
142,16000.0
47,8000.0
120,16000.0
42,8000.0
83,16000.0
73,16000.0
102,8000.0
67,5333.333333333333
23,5333.333333333333
0,8000.0
73,8000.0
22,8000.0
63,16000.0
26,8000.0
73,16000.0
46,4000.0
40,5333.333333333333
28,16000.0
45,16000.0
56,8000.0
68,2666.6666666666665
26,8000.0
18,16000.0
32,16000.0
63,8000.0
5,5333.333333333333
36,8000.0
44,5333.333333333333
46,8000.0
40,16000.0
68,16000.0
47,8000.0
41,8000.0
83,8000.0
10,8000.0
43,16000.0
41,16000.0
144,8000.0
67,8000.0
81,16000.0
16,8000.0
77,5333.333333333333
5,8000.0
58,16000.0
50,8000.0
89,5333.333333333333
16,8000.0
96,5333.333333333333
0,8000.0
47,16000.0
10,16000.0
63,8000.0
30,16000.0
35,16000.0
73,8000.0
13,16000.0
6,16000.0
57,8000.0
10,8000.0
22,16000.0
72,5333.333333333333
1,8000.0
38,8000.0
37,16000.0
92,16000.0
7,5333.333333333333
65,8000.0
27,8000.0
13,8000.0
81,3200.0
15,4000.0
1,16000.0
26,8000.0
2,16000.0
2,16000.0
47,8000.0
8,4000.0
9,16000.0
73,8000.0
43,16000.0
159,8000.0
48,8000.0
38,8000.0
92,8000.0
14,4000.0
58,5333.333333333333
53,16000.0
106,8000.0
64,16000.0
114,8000.0
2,8000.0
26,16000.0
5,8000.0
4,16000.0
42,16000.0
130,8000.0
48,4000.0
5,4000.0
31,16000.0
13,8000.0
76,8000.0
47,8000.0
63,8000.0
44,4000.0
46,8000.0
6,8000.0
36,8000.0
39,4000.0
13,16000.0
78,8000.0
9,8000.0
9,16000.0
0,16000.0
37,8000.0
2,4000.0
20,16000.0
8,8000.0
71,8000.0
25,3200.0
101,2666.6666666666665
49,8000.0
121,16000.0
29,8000.0
31,16000.0
8,8000.0
32,16000.0
74,8000.0
3,8000.0
26,8000.0
5,8000.0
3,16000.0
16,5333.333333333333
16,16000.0
16,8000.0
15,16000.0
33,16000.0
27,8000.0
13,16000.0
93,4000.0
45,4000.0
43,3200.0
18,8000.0
41,8000.0
2,8000.0
127,5333.333333333333
104,8000.0
106,16000.0
4,2666.6666666666665
51,8000.0
33,16000.0
55,16000.0
6,8000.0
93,4000.0
63,16000.0
107,8000.0
28,8000.0
66,8000.0
42,16000.0
143,8000.0
0,4000.0
139,8000.0
41,4000.0
65,8000.0
37,16000.0
39,16000.0
17,16000.0
34,8000.0
26,16000.0
53,16000.0
42,8000.0
84,5333.333333333333
34,8000.0
46,16000.0
39,16000.0
148,4000.0
5,8000.0
105,8000.0
48,8000.0
53,16000.0
18,16000.0
67,8000.0
5,16000.0
85,8000.0
1,8000.0
40,16000.0
6,8000.0
11,16000.0
77,3200.0
86,5333.333333333333
5,5333.333333333333
98,8000.0
70,8000.0
93,16000.0
30,5333.333333333333
66,8000.0
7,16000.0
42,8000.0
33,16000.0
56,16000.0
11,8000.0
78,5333.333333333333
3,8000.0
95,5333.333333333333
57,8000.0
34,8000.0
19,16000.0
45,5333.333333333333
24,8000.0
88,8000.0
52,16000.0
75,16000.0
37,8000.0
79,16000.0
36,8000.0
39,16000.0
29,16000.0
139,8000.0
23,8000.0
24,16000.0
35,5333.333333333333
39,8000.0
19,8000.0
46,8000.0
35,8000.0
87,5333.333333333333
68,16000.0
72,16000.0
41,4000.0
16,16000.0
50,8000.0
43,16000.0
40,8000.0
4,16000.0
103,8000.0
60,16000.0
61,16000.0
1,8000.0
45,16000.0
10,8000.0
34,16000.0
12,16000.0
81,8000.0
37,16000.0
39,8000.0
60,16000.0
91,8000.0
78,16000.0
105,16000.0
1,4000.0
55,8000.0
48,16000.0
53,16000.0
16,16000.0
98,8000.0
3,4000.0
67,8000.0
48,5333.333333333333
2,8000.0
35,16000.0
145,4000.0
41,8000.0
78,8000.0
32,16000.0
94,8000.0
6,5333.333333333333
86,8000.0
45,16000.0
53,16000.0
4,8000.0
50,8000.0
15,16000.0
44,8000.0
30,5333.333333333333
8,8000.0
60,8000.0
25,3200.0
19,16000.0
41,8000.0
1,16000.0
55,8000.0
48,8000.0
16,8000.0
21,8000.0
23,16000.0
83,3200.0
4,8000.0
74,8000.0
2,16000.0
126,8000.0
12,5333.333333333333
122,3200.0
100,16000.0
130,8000.0
85,16000.0
103,16000.0
44,8000.0
65,5333.333333333333
8,8000.0
18,8000.0
80,8000.0
11,8000.0
8,16000.0
31,16000.0
37,4000.0
4,5333.333333333333
75,5333.333333333333
51,8000.0
53,16000.0
41,5333.333333333333
40,16000.0
43,16000.0
25,5333.333333333333
30,8000.0
12,16000.0
135,8000.0
13,4000.0
62,16000.0
27,8000.0
21,8000.0
32,16000.0
70,8000.0
8,5333.333333333333
44,5333.333333333333
71,5333.333333333333
43,16000.0
115,8000.0
37,8000.0
188,5333.333333333333
18,5333.333333333333
40,16000.0
10,8000.0
74,8000.0
8,3200.0
35,5333.333333333333
43,8000.0
22,8000.0
29,16000.0
74,3200.0
48,4000.0
112,8000.0
60,8000.0
69,8000.0
4,5333.333333333333
14,16000.0
21,8000.0
16,8000.0
4,16000.0
67,3200.0
44,8000.0
69,16000.0
28,16000.0
91,8000.0
11,16000.0
76,8000.0
29,5333.333333333333
17,8000.0
29,16000.0
123,8000.0
71,16000.0
81,16000.0
49,8000.0
100,16000.0
16,8000.0
99,8000.0
75,16000.0
88,8000.0
67,16000.0
81,16000.0
14,8000.0
74,8000.0
38,16000.0
116,8000.0
88,8000.0
142,16000.0
86,8000.0
125,16000.0
82,16000.0
110,16000.0
22,8000.0
100,8000.0
32,4000.0
1,16000.0
12,16000.0
67,4000.0
12,5333.333333333333
30,8000.0
9,16000.0
57,8000.0
17,8000.0
5,16000.0
73,8000.0
102,4000.0
57,8000.0
98,8000.0
60,5333.333333333333
133,16000.0
11,8000.0
97,4000.0
94,16000.0
125,16000.0
14,4000.0
101,8000.0
45,8000.0
112,4000.0
81,16000.0
141,8000.0
124,16000.0
147,16000.0
35,3200.0
140,4000.0
44,8000.0
60,16000.0
26,16000.0
57,8000.0
6,16000.0
27,16000.0
1,8000.0
64,16000.0
93,8000.0
51,16000.0
96,8000.0
7,8000.0
87,8000.0
12,8000.0
37,8000.0
32,16000.0
157,4000.0
75,4000.0
156,8000.0
54,8000.0
94,16000.0
77,16000.0
95,8000.0
16,2666.6666666666665
116,8000.0
8,8000.0
119,5333.333333333333
3,8000.0
90,3200.0
20,5333.333333333333
156,5333.333333333333
85,16000.0
100,16000.0
7,8000.0
82,8000.0
44,5333.333333333333
65,16000.0
13,16000.0
124,5333.333333333333
52,4000.0
86,8000.0
50,8000.0
100,8000.0
68,8000.0
73,16000.0
36,8000.0
23,8000.0
9,16000.0
48,16000.0
17,8000.0
99,8000.0
47,16000.0
109,4000.0
72,4000.0
27,8000.0
7,16000.0
60,16000.0
74,8000.0
51,8000.0
32,5333.333333333333
55,4000.0
89,3200.0
30,8000.0
62,8000.0
36,5333.333333333333
15,16000.0
160,2666.6666666666665
65,8000.0
101,5333.333333333333
55,8000.0
95,8000.0
6,5333.333333333333
17,16000.0
18,16000.0
124,8000.0
77,16000.0
90,8000.0
33,16000.0
68,8000.0
8,16000.0
28,8000.0
25,16000.0
13,5333.333333333333
40,5333.333333333333
59,5333.333333333333
33,16000.0
49,16000.0
10,8000.0
45,5333.333333333333
2,8000.0
1,16000.0
86,8000.0
99,3200.0
42,8000.0
110,16000.0
56,8000.0
115,16000.0
70,8000.0
72,16000.0
3,8000.0
33,16000.0
23,8000.0
91,5333.333333333333
47,5333.333333333333
113,4000.0
9,8000.0
101,8000.0
14,16000.0
77,8000.0
46,16000.0
79,8000.0
53,16000.0
75,8000.0
19,8000.0
105,8000.0
28,8000.0
54,8000.0
41,8000.0
51,8000.0
15,8000.0
34,16000.0
51,8000.0
43,8000.0
5,16000.0
12,16000.0
5,16000.0
42,8000.0
10,16000.0
98,8000.0
45,16000.0
93,8000.0
59,16000.0
86,16000.0
1,8000.0
29,16000.0
20,16000.0
127,8000.0
26,8000.0
55,8000.0
48,16000.0
57,16000.0
31,8000.0
59,8000.0
19,8000.0
10,16000.0
22,8000.0
2,5333.333333333333
49,8000.0
30,8000.0
26,16000.0
108,8000.0
59,16000.0
93,8000.0
50,16000.0
59,16000.0
32,8000.0
57,16000.0
46,4000.0
11,5333.333333333333
53,8000.0
33,5333.333333333333
21,8000.0
24,16000.0
13,8000.0
36,16000.0
67,8000.0
33,16000.0
93,8000.0
44,16000.0
48,16000.0
5,8000.0
52,16000.0
32,16000.0
76,8000.0
12,8000.0
73,5333.333333333333
16,8000.0
6,16000.0
49,8000.0
51,4000.0
121,4000.0
53,8000.0
76,16000.0
0,8000.0
62,8000.0
11,8000.0
72,8000.0
26,8000.0
60,5333.333333333333
34,5333.333333333333
104,5333.333333333333
44,4000.0
57,5333.333333333333
75,5333.333333333333
19,5333.333333333333
65,16000.0
31,8000.0
83,16000.0
50,8000.0
65,16000.0
40,8000.0
94,8000.0
4,4000.0
53,16000.0
3,8000.0
70,16000.0
30,8000.0
9,16000.0
12,8000.0
10,16000.0
25,8000.0
62,5333.333333333333
8,4000.0
65,16000.0
46,5333.333333333333
12,8000.0
62,8000.0
16,8000.0
41,16000.0
6,4000.0
8,16000.0
16,16000.0
12,8000.0
27,16000.0
62,2666.6666666666665
29,5333.333333333333
20,16000.0
16,16000.0
25,8000.0
34,16000.0
38,8000.0
13,16000.0
32,8000.0
3,5333.333333333333
90,5333.333333333333
1,4000.0
57,8000.0
3,8000.0
32,16000.0
23,8000.0
107,5333.333333333333
11,8000.0
10,16000.0
67,16000.0
1,8000.0
7,16000.0
39,16000.0
11,8000.0
102,8000.0
22,4000.0
16,8000.0
15,16000.0
12,16000.0
36,8000.0
55,5333.333333333333
23,8000.0
67,5333.333333333333
28,4000.0
70,5333.333333333333
83,4000.0
59,16000.0
75,16000.0
37,8000.0
1,8000.0
27,8000.0
19,16000.0
32,16000.0
11,8000.0
42,16000.0
57,8000.0
27,16000.0
65,16000.0
27,8000.0
125,4000.0
64,8000.0
125,16000.0
53,8000.0
81,5333.333333333333
55,16000.0
61,16000.0
0,8000.0
116,4000.0
39,4000.0
27,5333.333333333333
62,8000.0
25,16000.0
60,8000.0
0,8000.0
14,16000.0
61,4000.0
22,8000.0
90,16000.0
31,8000.0
37,16000.0
55,8000.0
73,4000.0
18,8000.0
35,16000.0
92,5333.333333333333
51,8000.0
78,3200.0
1,8000.0
17,16000.0
3,16000.0
28,16000.0
15,8000.0
70,4000.0
9,8000.0
35,16000.0
16,16000.0
126,3200.0
13,16000.0
156,8000.0
25,8000.0
87,5333.333333333333
73,8000.0
76,16000.0
22,16000.0
161,8000.0
61,4000.0
121,8000.0
116,16000.0
153,16000.0
39,8000.0
83,8000.0
37,8000.0
104,8000.0
77,16000.0
162,5333.333333333333
149,8000.0
224,8000.0
138,8000.0
152,16000.0
105,16000.0
146,8000.0
49,8000.0
78,16000.0
53,16000.0
106,8000.0
25,8000.0
38,16000.0
36,16000.0
43,16000.0
26,8000.0
53,16000.0
24,8000.0
38,8000.0
12,8000.0
19,8000.0
28,8000.0
3,16000.0
58,16000.0
60,8000.0
14,8000.0
46,16000.0
21,8000.0
63,5333.333333333333
52,5333.333333333333
16,8000.0
50,8000.0
49,5333.333333333333
12,8000.0
38,16000.0
21,8000.0
4,16000.0
18,8000.0
28,8000.0
4,16000.0
12,16000.0
6,8000.0
15,16000.0
100,8000.0
58,16000.0
70,8000.0
14,3200.0
52,8000.0
47,16000.0
98,5333.333333333333
8,5333.333333333333
74,5333.333333333333
27,8000.0
45,16000.0
4,8000.0
5,16000.0
55,16000.0
57,4000.0
30,16000.0
66,8000.0
44,8000.0
74,8000.0
53,8000.0
107,8000.0
35,4000.0
76,5333.333333333333
27,5333.333333333333
86,8000.0
10,4000.0
2,16000.0
10,5333.333333333333
56,5333.333333333333
27,16000.0
125,3200.0
90,5333.333333333333
140,5333.333333333333
104,16000.0
145,8000.0
85,16000.0
150,8000.0
76,8000.0
192,2666.6666666666665
67,5333.333333333333
216,8000.0
95,5333.333333333333
105,8000.0
72,8000.0
178,3200.0
51,8000.0
72,16000.0
66,16000.0
98,8000.0
96,16000.0
99,16000.0
31,8000.0
59,16000.0
17,8000.0
66,8000.0
45,5333.333333333333
114,8000.0
57,8000.0
126,8000.0
57,8000.0
117,8000.0
19,8000.0
74,8000.0
41,8000.0
54,8000.0
23,8000.0
88,4000.0
49,8000.0
119,8000.0
20,5333.333333333333
35,5333.333333333333
29,16000.0
59,8000.0
51,5333.333333333333
45,8000.0
36,16000.0
56,16000.0
44,16000.0
55,8000.0
19,8000.0
98,5333.333333333333
72,5333.333333333333
5,5333.333333333333
42,5333.333333333333
46,8000.0
41,8000.0
20,8000.0
46,8000.0
17,16000.0
94,5333.333333333333
79,16000.0
154,8000.0
51,8000.0
124,8000.0
48,16000.0
108,8000.0
29,8000.0
68,16000.0
48,8000.0
97,16000.0
66,8000.0
71,16000.0
10,8000.0
106,5333.333333333333
48,5333.333333333333
143,8000.0
112,8000.0
166,5333.333333333333
60,5333.333333333333
190,8000.0
57,3200.0
94,4000.0
32,5333.333333333333
73,8000.0
26,8000.0
35,16000.0
27,16000.0
105,8000.0
15,5333.333333333333
76,8000.0
3,5333.333333333333
74,8000.0
49,16000.0
125,8000.0
94,16000.0
97,16000.0
72,8000.0
126,8000.0
66,8000.0
177,8000.0
41,4000.0
100,8000.0
63,5333.333333333333
131,8000.0
41,4000.0
157,8000.0
9,2666.6666666666665
91,8000.0
40,4000.0
28,8000.0
14,16000.0
142,8000.0
42,8000.0
72,8000.0
46,5333.333333333333
8,16000.0
42,8000.0
38,16000.0
121,8000.0
54,4000.0
95,8000.0
42,3200.0
1,4000.0
5,16000.0
61,8000.0
51,5333.333333333333
25,16000.0
82,5333.333333333333
51,16000.0
72,8000.0
51,16000.0
166,8000.0
50,5333.333333333333
79,4000.0
24,5333.333333333333
21,16000.0
38,16000.0
67,5333.333333333333
13,5333.333333333333
6,8000.0
51,8000.0
11,16000.0
104,3200.0
83,16000.0
91,16000.0
30,8000.0
45,8000.0
13,5333.333333333333
29,8000.0
30,16000.0
9,8000.0
39,8000.0
19,5333.333333333333
95,8000.0
29,8000.0
69,4000.0
29,8000.0
13,8000.0
18,16000.0
11,16000.0
111,5333.333333333333
10,8000.0
121,5333.333333333333
19,8000.0
107,2666.6666666666665
37,2666.6666666666665
119,8000.0
54,16000.0
81,8000.0
19,16000.0
47,16000.0
42,8000.0
100,4000.0
43,8000.0
144,3200.0
9,5333.333333333333
82,8000.0
60,5333.333333333333
69,16000.0
23,8000.0
113,5333.333333333333
110,16000.0
165,5333.333333333333
139,5333.333333333333
147,16000.0
127,4000.0
179,8000.0
106,8000.0
123,16000.0
103,16000.0
112,8000.0
27,4000.0
60,8000.0
53,8000.0
94,8000.0
21,8000.0
25,16000.0
14,16000.0
92,8000.0
85,16000.0
131,8000.0
113,16000.0
146,8000.0
102,5333.333333333333
145,5333.333333333333
8,3200.0
93,4000.0
82,16000.0
163,4000.0
121,16000.0
190,8000.0
93,5333.333333333333
165,8000.0
68,8000.0
73,8000.0
36,8000.0
65,8000.0
21,8000.0
124,5333.333333333333
84,5333.333333333333
142,8000.0
82,8000.0
214,8000.0
134,8000.0
159,16000.0
78,8000.0
180,5333.333333333333
23,4000.0
122,5333.333333333333
74,8000.0
75,16000.0
40,4000.0
111,8000.0
56,8000.0
103,16000.0
24,8000.0
89,8000.0
39,3200.0
59,8000.0
15,8000.0
52,8000.0
6,4000.0
10,16000.0
79,5333.333333333333
82,8000.0
58,4000.0
28,4000.0
13,16000.0
60,8000.0
33,4000.0
18,8000.0
89,5333.333333333333
45,8000.0
72,16000.0
57,8000.0
140,5333.333333333333
19,3200.0
40,8000.0
8,16000.0
113,8000.0
46,5333.333333333333
66,8000.0
50,8000.0
65,8000.0
9,5333.333333333333
73,16000.0
26,8000.0
117,4000.0
72,8000.0
158,5333.333333333333
109,8000.0
171,8000.0
22,3200.0
61,4000.0
14,8000.0
155,4000.0
67,8000.0
182,5333.333333333333
118,5333.333333333333
173,8000.0
124,8000.0
155,16000.0
136,8000.0
189,16000.0
123,8000.0
148,16000.0
146,16000.0
219,8000.0
75,4000.0
121,5333.333333333333
51,8000.0
218,3200.0
140,16000.0
217,4000.0
197,8000.0
223,5333.333333333333
138,8000.0
149,16000.0
87,8000.0
114,16000.0
74,8000.0
141,8000.0
47,3200.0
140,8000.0
75,8000.0
147,5333.333333333333
140,5333.333333333333
170,8000.0
105,3200.0
165,8000.0
124,8000.0
201,8000.0
90,8000.0
136,16000.0
83,8000.0
181,2666.6666666666665
96,8000.0
218,5333.333333333333
41,3200.0
131,5333.333333333333
55,2666.6666666666665
168,5333.333333333333
113,8000.0
114,16000.0
81,8000.0
122,16000.0
56,8000.0
91,8000.0
49,8000.0
139,5333.333333333333
100,8000.0
107,16000.0
80,8000.0
98,16000.0
90,16000.0
93,16000.0
23,8000.0
66,5333.333333333333
39,4000.0
74,5333.333333333333
51,8000.0
63,4000.0
42,8000.0
19,8000.0
59,5333.333333333333
0,4000.0
28,8000.0
41,5333.333333333333
79,5333.333333333333
22,8000.0
47,16000.0
20,3200.0
75,3200.0
26,8000.0
117,8000.0
19,8000.0
125,5333.333333333333
82,8000.0
119,8000.0
68,16000.0
95,8000.0
33,16000.0
68,8000.0
49,16000.0
58,16000.0
27,8000.0
113,8000.0
55,16000.0
59,16000.0
2,8000.0
110,5333.333333333333
31,8000.0
79,16000.0
40,16000.0
81,8000.0
41,16000.0
96,8000.0
75,16000.0
101,8000.0
86,16000.0
118,16000.0
50,4000.0
122,8000.0
85,16000.0
136,16000.0
23,8000.0
28,16000.0
22,16000.0
142,8000.0
45,4000.0
122,5333.333333333333
86,8000.0
146,8000.0
96,5333.333333333333
98,16000.0
91,16000.0
143,8000.0
141,16000.0
185,16000.0
95,8000.0
170,4000.0
141,8000.0
240,5333.333333333333
111,5333.333333333333
192,8000.0
54,8000.0
139,3200.0
134,16000.0
208,8000.0
146,8000.0
183,16000.0
49,4000.0
59,16000.0
51,16000.0
64,16000.0
8,5333.333333333333
98,8000.0
11,8000.0
73,4000.0
35,8000.0
100,8000.0
32,8000.0
152,5333.333333333333
58,4000.0
158,8000.0
89,8000.0
170,5333.333333333333
82,5333.333333333333
137,8000.0
7,5333.333333333333
64,2285.714285714286
60,8000.0
113,8000.0
96,16000.0
150,5333.333333333333
61,8000.0
115,8000.0
12,8000.0
138,8000.0
52,5333.333333333333
71,16000.0
52,5333.333333333333
207,8000.0
52,8000.0
79,5333.333333333333
59,8000.0
106,16000.0
10,4000.0
93,8000.0
71,16000.0
114,8000.0
102,16000.0
147,8000.0
65,5333.333333333333
130,8000.0
32,4000.0
67,5333.333333333333
59,16000.0
120,16000.0
54,5333.333333333333
62,8000.0
3,8000.0
61,16000.0
62,5333.333333333333
13,4000.0
7,8000.0
76,3200.0
2,8000.0
124,8000.0
21,5333.333333333333
92,4000.0
51,8000.0
110,4000.0
46,8000.0
72,16000.0
62,16000.0
91,8000.0
2,8000.0
20,16000.0
50,16000.0
46,8000.0
18,4000.0
106,3200.0
49,16000.0
87,8000.0
3,8000.0
11,16000.0
18,8000.0
5,16000.0
29,8000.0
45,2666.6666666666665
4,8000.0
8,16000.0
33,4000.0
10,8000.0
124,8000.0
15,8000.0
42,8000.0
5,8000.0
99,8000.0
11,8000.0
53,5333.333333333333
12,16000.0
90,8000.0
66,16000.0
98,16000.0
94,16000.0
143,8000.0
5,2666.6666666666665
70,8000.0
22,5333.333333333333
99,2666.6666666666665
3,3200.0
113,3200.0
57,5333.333333333333
131,5333.333333333333
13,8000.0
102,8000.0
55,2666.6666666666665
26,8000.0
49,5333.333333333333
45,8000.0
7,8000.0
30,16000.0
23,8000.0
108,5333.333333333333
58,16000.0
124,8000.0
33,4000.0
82,8000.0
80,16000.0
89,5333.333333333333
31,8000.0
91,8000.0
86,16000.0
127,16000.0
15,8000.0
90,8000.0
25,4000.0
52,16000.0
0,5333.333333333333
127,5333.333333333333
2,2666.6666666666665
65,8000.0
3,16000.0
69,8000.0
24,8000.0
35,16000.0
11,8000.0
59,8000.0
18,16000.0
47,8000.0
28,8000.0
59,8000.0
40,16000.0
